No.,Time,Seconds,Minutes,Source,Destination,Protocol,Length,Info
25,16.12249035,16,0,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=16 Ack=9287 Win=501 Len=15"
26,16.31820964,16,0,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=9287 Ack=31 Win=256 Len=0
27,16.34195449,16,0,10.10.5.12,10.10.5.10,TCP,4542,"49204  >  1292 [PSH, ACK] Seq=4489 Ack=16 Win=256 Len=4488"
28,16.34205749,16,0,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=16 Ack=8977 Win=501 Len=0
29,16.34234764,16,0,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=16 Ack=8977 Win=501 Len=15"
30,16.53503069,16,0,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=8977 Ack=31 Win=256 Len=0
31,20.62991381,20,0,PcsCompu_90:18:5a,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.14
32,20.62992877,20,0,PcsCompu_df:63:fa,PcsCompu_90:18:5a,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
33,21.28365404,21,0,PcsCompu_03:cb:a5,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.12
34,21.28366819,21,0,PcsCompu_df:63:fa,PcsCompu_03:cb:a5,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
35,21.8184941,21,0,10.10.5.13,10.10.5.10,TCP,4626,"49196  >  1293 [PSH, ACK] Seq=4573 Ack=16 Win=256 Len=4572"
36,21.81861375,21,0,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=16 Ack=9145 Win=501 Len=0
37,21.81883928,21,0,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=16 Ack=9145 Win=501 Len=15"
38,22.010105,22,0,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=9145 Ack=31 Win=256 Len=0
39,26.630139,26,0,PcsCompu_c8:46:cd,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.13
40,26.63015603,26,0,PcsCompu_df:63:fa,PcsCompu_c8:46:cd,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
41,30.0147482,30,1,10.10.5.11,10.10.5.10,TCP,5104,"49205  >  1291 [PSH, ACK] Seq=10105 Ack=31 Win=256 Len=5050"
42,30.01481946,30,1,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=31 Ack=15155 Win=501 Len=0
43,30.01504127,30,1,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=31 Ack=15155 Win=501 Len=15"
44,30.2144126,30,1,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=15155 Ack=46 Win=256 Len=0
45,31.12032233,31,1,10.10.5.14,10.10.5.10,TCP,4694,"49195  >  1294 [PSH, ACK] Seq=9287 Ack=31 Win=256 Len=4640"
46,31.1203826,31,1,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=31 Ack=13927 Win=501 Len=0
47,31.12058709,31,1,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=31 Ack=13927 Win=501 Len=15"
48,31.31708249,31,1,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=13927 Ack=46 Win=256 Len=0
49,31.35036179,31,1,10.10.5.12,10.10.5.10,TCP,4542,"49204  >  1292 [PSH, ACK] Seq=8977 Ack=31 Win=256 Len=4488"
50,31.35041429,31,1,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=31 Ack=13465 Win=501 Len=0
51,31.35061325,31,1,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=31 Ack=13465 Win=501 Len=15"
52,31.5429192,31,1,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=13465 Ack=46 Win=256 Len=0
53,34.45665786,34,1,PcsCompu_60:73:28,Broadcast,ARP,60,Who has 10.10.5.13? Tell 10.10.5.11
54,34.45665839,34,1,PcsCompu_60:73:28,Broadcast,ARP,60,Who has 10.10.5.14? Tell 10.10.5.11
55,34.45679096,34,1,PcsCompu_c8:46:cd,PcsCompu_60:73:28,ARP,60,10.10.5.13 is at 08:00:27:c8:46:cd
56,34.45679113,34,1,PcsCompu_90:18:5a,PcsCompu_60:73:28,ARP,60,10.10.5.14 is at 08:00:27:90:18:5a
57,34.45692096,34,1,10.10.5.11,10.10.5.13,TCP,60,"49209  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
58,34.45692105,34,1,10.10.5.11,10.10.5.14,TCP,60,"49207  >  2869 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
59,36.82621492,36,1,10.10.5.13,10.10.5.10,TCP,4552,"49196  >  1293 [PSH, ACK] Seq=9145 Ack=31 Win=256 Len=4498"
60,36.82627077,36,1,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=31 Ack=13643 Win=501 Len=0
61,36.82649535,36,1,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=31 Ack=13643 Win=501 Len=15"
62,37.01832855,37,1,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=13643 Ack=46 Win=256 Len=0
63,45.02148186,45,1,10.10.5.11,10.10.5.10,TCP,4802,"49205  >  1291 [PSH, ACK] Seq=15155 Ack=46 Win=256 Len=4748"
64,45.02154372,45,1,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=46 Ack=19903 Win=501 Len=0
65,45.02176502,45,1,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=46 Ack=19903 Win=501 Len=15"
66,45.21602601,45,1,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=19903 Ack=61 Win=256 Len=0
67,46.12123288,46,1,10.10.5.14,10.10.5.10,TCP,4619,"49195  >  1294 [PSH, ACK] Seq=13927 Ack=46 Win=256 Len=4565"
68,46.12128182,46,1,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=46 Ack=18492 Win=501 Len=0
69,46.1214886,46,1,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=46 Ack=18492 Win=501 Len=15"
70,46.31710225,46,1,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=18492 Ack=61 Win=256 Len=0
71,46.35530952,46,1,10.10.5.12,10.10.5.10,TCP,4539,"49204  >  1292 [PSH, ACK] Seq=13465 Ack=46 Win=256 Len=4485"
72,46.35536755,46,1,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=46 Ack=17950 Win=501 Len=0
73,46.35559132,46,1,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=46 Ack=17950 Win=501 Len=15"
74,46.54882511,46,1,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=17950 Ack=61 Win=256 Len=0
75,50.63094375,50,1,PcsCompu_90:18:5a,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.14
76,50.63095899,50,1,PcsCompu_df:63:fa,PcsCompu_90:18:5a,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
77,51.83324888,51,1,10.10.5.13,10.10.5.10,TCP,4548,"49196  >  1293 [PSH, ACK] Seq=13643 Ack=46 Win=256 Len=4494"
78,51.83330439,51,1,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=46 Ack=18137 Win=501 Len=0
79,51.83350816,51,1,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=46 Ack=18137 Win=501 Len=15"
80,52.02465242,52,1,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=18137 Ack=61 Win=256 Len=0
81,60.02908658,60,1,10.10.5.11,10.10.5.10,TCP,4801,"49205  >  1291 [PSH, ACK] Seq=19903 Ack=61 Win=256 Len=4747"
82,60.02915839,60,1,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=61 Ack=24650 Win=501 Len=0
83,60.02935927,60,1,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=61 Ack=24650 Win=501 Len=15"
84,60.22057965,60,1,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=24650 Ack=76 Win=256 Len=0
85,61.12122877,61,1,10.10.5.14,10.10.5.10,TCP,4619,"49195  >  1294 [PSH, ACK] Seq=18492 Ack=61 Win=256 Len=4565"
86,61.12130464,61,1,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=61 Ack=23057 Win=501 Len=0
87,61.12149354,61,1,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=61 Ack=23057 Win=501 Len=15"
88,61.31752461,61,1,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=23057 Ack=76 Win=256 Len=0
89,61.36365942,61,1,10.10.5.12,10.10.5.10,TCP,4539,"49204  >  1292 [PSH, ACK] Seq=17950 Ack=61 Win=256 Len=4485"
90,61.36372078,61,1,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=61 Ack=22435 Win=501 Len=0
91,61.36389805,61,1,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=61 Ack=22435 Win=501 Len=15"
92,61.56178167,61,1,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=22435 Ack=76 Win=256 Len=0
93,64.53153353,64,1,PcsCompu_60:73:28,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.11
94,64.53154729,64,1,PcsCompu_df:63:fa,PcsCompu_60:73:28,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
95,66.28642807,66,1,PcsCompu_03:cb:a5,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.12
96,66.2864426,66,1,PcsCompu_df:63:fa,PcsCompu_03:cb:a5,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
97,66.83995522,66,1,10.10.5.13,10.10.5.10,TCP,4548,"49196  >  1293 [PSH, ACK] Seq=18137 Ack=61 Win=256 Len=4494"
98,66.8400432,66,1,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=61 Ack=22631 Win=501 Len=0
99,66.84028238,66,1,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=61 Ack=22631 Win=501 Len=15"
100,67.04140256,67,1,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=22631 Ack=76 Win=256 Len=0
101,75.03621905,75,1,10.10.5.11,10.10.5.10,TCP,4801,"49205  >  1291 [PSH, ACK] Seq=24650 Ack=76 Win=256 Len=4747"
102,75.03627601,75,1,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=76 Ack=29397 Win=501 Len=0
103,75.03652216,75,1,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=76 Ack=29397 Win=501 Len=15"
104,75.23862395,75,1,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=29397 Ack=91 Win=255 Len=0
105,76.12196756,76,1,10.10.5.14,10.10.5.10,TCP,4619,"49195  >  1294 [PSH, ACK] Seq=23057 Ack=76 Win=256 Len=4565"
106,76.12202295,76,1,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=76 Ack=27622 Win=501 Len=0
107,76.12223764,76,1,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=76 Ack=27622 Win=501 Len=15"
108,76.31793361,76,1,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=27622 Ack=91 Win=256 Len=0
109,76.36925012,76,1,10.10.5.12,10.10.5.10,TCP,4542,"49204  >  1292 [PSH, ACK] Seq=22435 Ack=76 Win=256 Len=4488"
110,76.36930974,76,1,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=76 Ack=26923 Win=501 Len=0
111,76.36949244,76,1,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=76 Ack=26923 Win=501 Len=15"
112,76.56315599,76,1,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=26923 Ack=91 Win=256 Len=0
113,80.63041442,80,1,PcsCompu_90:18:5a,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.14
114,80.63042955,80,1,PcsCompu_df:63:fa,PcsCompu_90:18:5a,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
115,81.84548658,81,1,10.10.5.13,10.10.5.10,TCP,4550,"49196  >  1293 [PSH, ACK] Seq=22631 Ack=76 Win=256 Len=4496"
116,81.84554863,81,1,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=76 Ack=27127 Win=501 Len=0
117,81.84578494,81,1,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=76 Ack=27127 Win=501 Len=15"
118,82.03844138,82,1,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=27127 Ack=91 Win=256 Len=0
119,86.63300261,86,1,PcsCompu_c8:46:cd,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.13
120,86.63301656,86,1,PcsCompu_df:63:fa,PcsCompu_c8:46:cd,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
121,90.04298763,90,2,10.10.5.11,10.10.5.10,TCP,4726,"49205  >  1291 [PSH, ACK] Seq=29397 Ack=91 Win=255 Len=4672"
122,90.04303644,90,2,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=91 Ack=34069 Win=501 Len=0
123,90.04327538,90,2,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=91 Ack=34069 Win=501 Len=15"
124,90.23549351,90,2,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=34069 Ack=106 Win=255 Len=0
125,91.12075984,91,2,10.10.5.14,10.10.5.10,TCP,4550,"49195  >  1294 [PSH, ACK] Seq=27622 Ack=91 Win=256 Len=4496"
126,91.12083584,91,2,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=91 Ack=32118 Win=501 Len=0
127,91.12103409,91,2,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=91 Ack=32118 Win=501 Len=15"
128,91.33345125,91,2,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=32118 Ack=106 Win=256 Len=0
129,91.37769943,91,2,10.10.5.12,10.10.5.10,TCP,4539,"49204  >  1292 [PSH, ACK] Seq=26923 Ack=91 Win=256 Len=4485"
130,91.37776767,91,2,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=91 Ack=31408 Win=501 Len=0
131,91.3779839,91,2,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=91 Ack=31408 Win=501 Len=15"
132,91.56833083,91,2,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=31408 Ack=106 Win=255 Len=0
133,96.85196593,96,2,10.10.5.13,10.10.5.10,TCP,4551,"49196  >  1293 [PSH, ACK] Seq=27127 Ack=91 Win=256 Len=4497"
134,96.85201507,96,2,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=91 Ack=31624 Win=501 Len=0
135,96.85222282,96,2,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=91 Ack=31624 Win=501 Len=15"
136,97.04514063,97,2,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=31624 Ack=106 Win=255 Len=0
137,105.0482543,105,2,10.10.5.11,10.10.5.10,TCP,4548,"49205  >  1291 [PSH, ACK] Seq=34069 Ack=106 Win=255 Len=4494"
138,105.0483584,105,2,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=106 Ack=38563 Win=501 Len=0
139,105.0487218,105,2,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=106 Ack=38563 Win=501 Len=15"
140,105.2407102,105,2,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=38563 Ack=121 Win=255 Len=0
141,106.1204883,106,2,10.10.5.14,10.10.5.10,TCP,4550,"49195  >  1294 [PSH, ACK] Seq=32118 Ack=106 Win=256 Len=4496"
142,106.1205371,106,2,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=106 Ack=36614 Win=501 Len=0
143,106.1207495,106,2,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=106 Ack=36614 Win=501 Len=15"
144,106.3179799,106,2,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=36614 Ack=121 Win=255 Len=0
145,106.3844345,106,2,10.10.5.12,10.10.5.10,TCP,4542,"49204  >  1292 [PSH, ACK] Seq=31408 Ack=106 Win=255 Len=4488"
146,106.384494,106,2,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=106 Ack=35896 Win=501 Len=0
147,106.3846981,106,2,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=106 Ack=35896 Win=501 Len=15"
148,106.5814784,106,2,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=35896 Ack=121 Win=255 Len=0
149,110.6305536,110,2,PcsCompu_90:18:5a,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.14
150,110.6305711,110,2,PcsCompu_df:63:fa,PcsCompu_90:18:5a,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
151,111.2894047,111,2,PcsCompu_03:cb:a5,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.12
152,111.2894192,111,2,PcsCompu_df:63:fa,PcsCompu_03:cb:a5,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
153,111.8584988,111,2,10.10.5.13,10.10.5.10,TCP,4550,"49196  >  1293 [PSH, ACK] Seq=31624 Ack=106 Win=255 Len=4496"
154,111.8585603,111,2,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=106 Ack=36120 Win=501 Len=0
155,111.8587704,111,2,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=106 Ack=36120 Win=501 Len=15"
156,112.0512371,112,2,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=36120 Ack=121 Win=255 Len=0
157,120.054596,120,2,10.10.5.11,10.10.5.10,TCP,4549,"49205  >  1291 [PSH, ACK] Seq=38563 Ack=121 Win=255 Len=4495"
158,120.0546536,120,2,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=121 Ack=43058 Win=501 Len=0
159,120.0548646,120,2,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=121 Ack=43058 Win=501 Len=15"
160,120.2473219,120,2,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=43058 Ack=136 Win=255 Len=0
161,121.1211371,121,2,10.10.5.14,10.10.5.10,TCP,4550,"49195  >  1294 [PSH, ACK] Seq=36614 Ack=121 Win=255 Len=4496"
162,121.121187,121,2,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=121 Ack=41110 Win=501 Len=0
163,121.1213996,121,2,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=121 Ack=41110 Win=501 Len=15"
164,121.3185135,121,2,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=41110 Ack=136 Win=255 Len=0
165,121.3896024,121,2,10.10.5.12,10.10.5.10,TCP,4540,"49204  >  1292 [PSH, ACK] Seq=35896 Ack=121 Win=255 Len=4486"
166,121.3896562,121,2,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=121 Ack=40382 Win=501 Len=0
167,121.3898669,121,2,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=121 Ack=40382 Win=501 Len=15"
168,121.5831713,121,2,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=40382 Ack=136 Win=255 Len=0
169,125.0327827,125,2,PcsCompu_60:73:28,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.11
170,125.0327976,125,2,PcsCompu_df:63:fa,PcsCompu_60:73:28,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
171,126.8633621,126,2,10.10.5.13,10.10.5.10,TCP,4550,"49196  >  1293 [PSH, ACK] Seq=36120 Ack=121 Win=255 Len=4496"
172,126.8634164,126,2,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=121 Ack=40616 Win=501 Len=0
173,126.863665,126,2,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=121 Ack=40616 Win=501 Len=15"
174,127.0533499,127,2,10.10.5.13,10.10.5.10,TCP,60,49196  >  1293 [ACK] Seq=40616 Ack=136 Win=255 Len=0
175,135.0606875,135,2,10.10.5.11,10.10.5.10,TCP,4546,"49205  >  1291 [PSH, ACK] Seq=43058 Ack=136 Win=255 Len=4492"
176,135.0607414,135,2,10.10.5.10,10.10.5.11,TCP,54,1291  >  49205 [ACK] Seq=136 Ack=47550 Win=501 Len=0
177,135.0609195,135,2,10.10.5.10,10.10.5.11,TCP,69,"1291  >  49205 [PSH, ACK] Seq=136 Ack=47550 Win=501 Len=15"
178,135.2529666,135,2,10.10.5.11,10.10.5.10,TCP,60,49205  >  1291 [ACK] Seq=47550 Ack=151 Win=255 Len=0
179,136.1217645,136,2,10.10.5.14,10.10.5.10,TCP,4550,"49195  >  1294 [PSH, ACK] Seq=41110 Ack=136 Win=255 Len=4496"
180,136.1218277,136,2,10.10.5.10,10.10.5.14,TCP,54,1294  >  49195 [ACK] Seq=136 Ack=45606 Win=501 Len=0
181,136.1220567,136,2,10.10.5.10,10.10.5.14,TCP,69,"1294  >  49195 [PSH, ACK] Seq=136 Ack=45606 Win=501 Len=15"
182,136.3174294,136,2,10.10.5.14,10.10.5.10,TCP,60,49195  >  1294 [ACK] Seq=45606 Ack=151 Win=255 Len=0
183,136.3986507,136,2,10.10.5.12,10.10.5.10,TCP,4544,"49204  >  1292 [PSH, ACK] Seq=40382 Ack=136 Win=255 Len=4490"
184,136.3987005,136,2,10.10.5.10,10.10.5.12,TCP,54,1292  >  49204 [ACK] Seq=136 Ack=44872 Win=501 Len=0
185,136.3988929,136,2,10.10.5.10,10.10.5.12,TCP,69,"1292  >  49204 [PSH, ACK] Seq=136 Ack=44872 Win=501 Len=15"
186,136.5894403,136,2,10.10.5.12,10.10.5.10,TCP,60,49204  >  1292 [ACK] Seq=44872 Ack=151 Win=255 Len=0
187,140.6303348,140,2,PcsCompu_90:18:5a,PcsCompu_df:63:fa,ARP,60,Who has 10.10.5.10? Tell 10.10.5.14
188,140.6303493,140,2,PcsCompu_df:63:fa,PcsCompu_90:18:5a,ARP,42,10.10.5.10 is at 08:00:27:df:63:fa
189,141.8709419,141,2,10.10.5.13,10.10.5.10,TCP,4544,"49196  >  1293 [PSH, ACK] Seq=40616 Ack=136 Win=255 Len=4490"
190,141.8710023,141,2,10.10.5.10,10.10.5.13,TCP,54,1293  >  49196 [ACK] Seq=136 Ack=45106 Win=501 Len=0
191,141.871174,141,2,10.10.5.10,10.10.5.13,TCP,69,"1293  >  49196 [PSH, ACK] Seq=136 Ack=45106 Win=501 Len=15"
